review_id_generated,review,rating,date,bank,source,app_name,app_id,review_preprocessed,sentiment_label,sentiment_score,identified_theme
1320,My experience with this app is very bad. I just downloaded and installed this app and I stuck with the verification code. The app requested me to input the code without sending it. 😢,1,2020-10-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,My experience with this app is very bad. I just downloaded and installed this app and I stuck with the verification code. The app requested me to input the code without sending it.  crying_face ,NEGATIVE,-0.6997,Transaction Performance
1321,"It's very extraordinary app, the user interface is soo awesome, most importantly it's very user friendly. In terms of speed and services its unbelievably fast and flexible. I really appreciate the crews who've been working behind the scene to make this wonderful job alive. Well done !",5,2022-10-31,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"It's very extraordinary app, the user interface is soo awesome, most importantly it's very user friendly. In terms of speed and services its unbelievably fast and flexible. I really appreciate the crews who've been working behind the scene to make this wonderful job alive. Well done !",POSITIVE,0.9741,Transaction Performance
1322,Some what good app,3,2023-10-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Some what good app,POSITIVE,0.4404,General Feedback
1323,"Easy to use, it has got everything you need. The only problem I encountered is it doesn't show all your transactions in history, It just hides some without any reason.",4,2021-01-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"Easy to use, it has got everything you need. The only problem I encountered is it doesn't show all your transactions in history, It just hides some without any reason.",NEGATIVE,-0.128,User Interface & Experience
1324,I like this application,4,2024-12-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,I like this application,POSITIVE,0.3612,General Feedback
1325,The service is very efficient and user friendly.,5,2022-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,The service is very efficient and user friendly.,POSITIVE,0.7425,User Interface & Experience
1326,It is good app,5,2025-02-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It is good app,POSITIVE,0.4404,General Feedback
1327,Authorization code,5,2016-02-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Authorization code,NEUTRAL,0.0,General Feedback
1328,Good app,5,2024-08-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Good app,POSITIVE,0.4404,General Feedback
1329,"From the UX perspective it can be better, it's old and it's not obvious where you can find some things",3,2025-09-22,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"From the UX perspective it can be better, it's old and it's not obvious where you can find some things",POSITIVE,0.4404,General Feedback
1330,This app is more easyer and faster than other bank app. Am always satisfied wiht the app.,5,2023-09-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,This app is more easyer and faster than other bank app. Am always satisfied wiht the app.,POSITIVE,0.4215,General Feedback
1331,"Great Experience 👍 but there is o e thing that highly bother me *the password to login every time you open the app 😒 it ask you a pin instead what I say you can make it to be a fingerprint, because putting password continously so frustrating and also not secure as somebody can see our pin Thank you 😊",4,2022-08-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"Great Experience  thumbs_up  but there is o e thing that highly bother me *the password to login every time you open the app  unamused_face  it ask you a pin instead what I say you can make it to be a fingerprint, because putting password continously so frustrating and also not secure as somebody can see our pin Thank you  smiling_face_with_smiling_eyes ",NEGATIVE,-0.751,Account Access Issues
1332,"This app, Provides speedless service. We must compete in a competitive world. It improves your service.",1,2023-05-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"This app, Provides speedless service. We must compete in a competitive world. It improves your service.",POSITIVE,0.5423,General Feedback
1333,"Better than pervious,Nice interface and looking. However , *better to include balance after each withdraw/deposit. *include water services ( You show it in the app but not there) *Make it Printable via bluetooth printer *",3,2020-08-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"Better than pervious,Nice interface and looking. However , *better to include balance after each withdraw/deposit. *include water services ( You show it in the app but not there) *Make it Printable via bluetooth printer *",POSITIVE,0.2382,General Feedback
1334,It crashes acfter this update...so what is the meaning of releasing V2...previously it was working....oppss...bad app.,1,2019-03-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It crashes acfter this update...so what is the meaning of releasing V2...previously it was working....oppss...bad app.,NEUTRAL,0.0,Feature Requests & General
1335,Very nice App,5,2022-05-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Very nice App,POSITIVE,0.4754,General Feedback
1336,Best of all time,5,2023-10-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Best of all time,POSITIVE,0.6369,General Feedback
1337,Poor quality,1,2022-06-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Poor quality,NEGATIVE,-0.4767,General Feedback
1338,It's very helpful apps,5,2025-08-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It's very helpful apps,POSITIVE,0.4754,General Feedback
1339,"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",NEGATIVE,-0.8746,General Feedback
1340,Very nice app.,5,2023-06-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Very nice app.,POSITIVE,0.4754,General Feedback
1341,it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,4,2025-03-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,POSITIVE,0.34,General Feedback
1342,It is an amazing App I like its features,5,2024-10-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It is an amazing App I like its features,POSITIVE,0.743,General Feedback
1343,The easiest & user friendly mobile banking app so far.,5,2022-12-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,The easiest & user friendly mobile banking app so far.,POSITIVE,0.7184,User Interface & Experience
1344,This application is excellent useful for people especially for me,5,2023-10-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,This application is excellent useful for people especially for me,POSITIVE,0.765,General Feedback
1345,its not working properly boring app ever,1,2024-07-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,its not working properly boring app ever,POSITIVE,0.2411,General Feedback
1346,It's very suitable app for using,5,2024-08-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It's very suitable app for using,NEUTRAL,0.0,General Feedback
1347,"I have been using the App since it is first released and it has been nice, but the latest Update are very worse the app crashes frequently and drains battery highly.",3,2025-02-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"I have been using the App since it is first released and it has been nice, but the latest Update are very worse the app crashes frequently and drains battery highly.",NEGATIVE,-0.5704,Feature Requests & General
1348,It is light to use,5,2023-11-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It is light to use,NEUTRAL,0.0,General Feedback
1349,This app is not working....,5,2020-09-22,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,This app is not working....,NEUTRAL,0.0,General Feedback
1350,Where can we get authorization code??  Need help from a developer or any body uses this App.?????,1,2016-06-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Where can we get authorization code??  Need help from a developer or any body uses this App.?????,POSITIVE,0.5661,General Feedback
1351,Can we see our past transaction record more than recent on this app ??? Please it should have this option .If so tell me how if not please update thIs app soon to accommodate this to obtain as this bank deserves more and more capacity and update every day even every minutes as it represents the golden brand ETHIOPIAN!!!,1,2023-12-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Can we see our past transaction record more than recent on this app ??? Please it should have this option .If so tell me how if not please update thIs app soon to accommodate this to obtain as this bank deserves more and more capacity and update every day even every minutes as it represents the golden brand ETHIOPIAN!!!,POSITIVE,0.4125,Feature Requests & General
1352,It is little bit confusing.,5,2015-06-17,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It is little bit confusing.,NEGATIVE,-0.1585,User Interface & Experience
1353,Wow amazing app for all!❤️,5,2023-11-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Wow amazing app for all! red_heart ,POSITIVE,0.8356,General Feedback
1354,Very nice app but please incorporate exchange rate and ATM locater,4,2021-09-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Very nice app but please incorporate exchange rate and ATM locater,POSITIVE,0.6119,General Feedback
1355,Good Application,5,2022-02-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Good Application,POSITIVE,0.4404,General Feedback
1356,"very poor, it doesn't load while searching for extended time",1,2024-03-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"very poor, it doesn't load while searching for extended time",NEGATIVE,-0.5256,General Feedback
1357,"It's a great application, but if you could improve it a bit, for example, by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch.",3,2025-07-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"It's a great application, but if you could improve it a bit, for example, by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch.",POSITIVE,0.8641,General Feedback
